timestamp,open,high,low,close,volume
2025-01-01 00:00:00+00:00,1.1024388708215183,1.1057099521944052,1.0991677894486314,1.1024388708215183,1982.7696564112666
2025-01-01 00:05:00+00:00,1.1024388708215183,1.1065006167312204,1.1015082763739585,1.1055700222836606,1525.5322538933021
2025-01-01 00:10:00+00:00,1.1055700222836606,1.1112346943698197,1.1024474737939962,1.1081121458801553,2655.2954903206137
2025-01-01 00:15:00+00:00,1.1081121458801553,1.1116030533995789,1.1050489260944958,1.1085398336139194,1968.2310884532405
2025-01-01 00:20:00+00:00,1.1085398336139194,1.1151910310371724,1.1053135294909964,1.1119647269142494,2274.8649960148055
2025-01-01 00:25:00+00:00,1.1119647269142494,1.1186335923247153,1.1081703064617128,1.1148391718721786,1849.0230571953437
2025-01-01 00:30:00+00:00,1.1148391718721786,1.1198676378406829,1.11142625478667,1.1164547207551743,4675.115596732494
2025-01-01 00:35:00+00:00,1.1164547207551743,1.1223472143014162,1.1137314836170744,1.1196239771633163,3175.932522275273
2025-01-01 00:40:00+00:00,1.1196239771633163,1.1245974316123541,1.1175854846549458,1.1225589391039836,3894.863751801
2025-01-01 00:45:00+00:00,1.1225589391039836,1.1267961866048999,1.1212155684027953,1.1254528159037116,3177.3988893605183
2025-01-01 00:50:00+00:00,1.1254528159037116,1.1324882366415077,1.121003018316556,1.128038439054352,4029.5161477151446
2025-01-01 00:55:00+00:00,1.128038439054352,1.1337115071831445,1.1257017966823155,1.131374864811108,2380.700663492293
2025-01-01 01:00:00+00:00,1.131374864811108,1.134656092230692,1.1297326356509891,1.1330138630705733,1744.99012280431
2025-01-01 01:05:00+00:00,1.1330138630705733,1.1386264039791714,1.1298594696581161,1.1354720105667142,1941.9938989188404
2025-01-01 01:10:00+00:00,1.1354720105667142,1.1407881314638197,1.1322159059745902,1.1375320268716957,2077.98820153317
2025-01-01 01:15:00+00:00,1.1375320268716957,1.144049810151103,1.1345861556785972,1.1411039389580044,2994.4290315775456
2025-01-01 01:20:00+00:00,1.1411039389580044,1.1480310339184492,1.137017600947497,1.1439446959079418,2422.654922630431
2025-01-01 01:25:00+00:00,1.1439446959079418,1.1493665767336056,1.1409352822926744,1.1463571631183382,1320.455995253791
2025-01-01 01:30:00+00:00,1.1463571631183382,1.1502266591155563,1.1442485113926075,1.1481180073898256,2760.7109040033583
2025-01-01 01:35:00+00:00,1.1481180073898256,1.1515699631527578,1.1471677219371361,1.1506196777000683,1301.7850579439048
2025-01-01 01:40:00+00:00,1.1506196777000683,1.1545678304768385,1.1495556800197433,1.1535038327965135,1368.5142489030418
2025-01-01 01:45:00+00:00,1.1535038327965135,1.1585831138698255,1.1509279615564323,1.1560072426297443,2082.0804629012127
2025-01-01 01:50:00+00:00,1.1560072426297443,1.1623428942866099,1.1543662165600532,1.1607018682169188,2910.70464624213
2025-01-01 01:55:00+00:00,1.1607018682169188,1.1661794764455162,1.1595335216582812,1.1650111298868786,1619.6937471861168
2025-01-01 02:00:00+00:00,1.1650111298868786,1.16897869252662,1.1601566545165287,1.16412421715627,1462.2760794457254
2025-01-01 02:05:00+00:00,1.16412421715627,1.1668086423960664,1.161690750171896,1.1643751754116924,1817.6809336568535
2025-01-01 02:10:00+00:00,1.1643751754116924,1.1705683383085257,1.1608161024084878,1.167009265305321,2051.177043655328
2025-01-01 02:15:00+00:00,1.167009265305321,1.1733518289377736,1.1629403362740471,1.1692828999064997,2758.1283435533887
2025-01-01 02:20:00+00:00,1.1692828999064997,1.1732400575575885,1.1684748541746328,1.1724320118257217,2007.0405611509937
2025-01-01 02:25:00+00:00,1.1724320118257217,1.1800900273922157,1.1679096837892557,1.1755676993557498,1787.8862418737635
